sorghum3	maize1_v4
Sobic.006G156000	Zm00001d002868
Sobic.006G155900	Zm00001d002869
Sobic.006G155700	Zm00001d002871
Sobic.006G155600	Zm00001d002872
Sobic.006G155500	Zm00001d002873
Sobic.006G155400	Zm00001d002874
Sobic.006G275500	Zm00001d002876
Sobic.006G275600	Zm00001d002878
Sobic.006G275800	Zm00001d002880
Sobic.006G275900	Zm00001d002881
Sobic.006G276200	Zm00001d002882
Sobic.006G276300	Zm00001d002884
Sobic.006G276600	Zm00001d002888
Sobic.006G276700	Zm00001d002889
Sobic.006G276900	Zm00001d002890
Sobic.006G277000	Zm00001d002891
Sobic.006G277100	Zm00001d002893
Sobic.006G277200	Zm00001d002896
Sobic.006G277500	Zm00001d002897
Sobic.006G277550	Zm00001d002898
Sobic.006G277600	Zm00001d002899
Sobic.006G277700	Zm00001d002902
Sobic.006G277800	Zm00001d002902
Sobic.006G277750	Zm00001d002904
Sobic.006G277900	Zm00001d002904
Sobic.006G278000	Zm00001d002905
Sobic.006G278100	Zm00001d002906
Sobic.006G278200	Zm00001d002917
Sobic.006G278700	Zm00001d002919
Sobic.006G278800	Zm00001d002928
Sobic.006G278900	Zm00001d002929
Sobic.006G279200	Zm00001d002933
Sobic.006G279400	Zm00001d002934
Sobic.006G280000	Zm00001d002936
Sobic.006G280100	Zm00001d002938
Sobic.006G280300	Zm00001d002939
Sobic.006G280400	Zm00001d002940
Sobic.006G280500	Zm00001d002941
Sobic.006G280600	Zm00001d002942
Sobic.006G281000	Zm00001d002943
Sobic.006G282200	Zm00001d002944
Sobic.006G281900	Zm00001d002945
Sobic.006G281700	Zm00001d002946
Sobic.006G281400	Zm00001d002950
Sobic.006G155300	Zm00001d002952
Sobic.006G155100	Zm00001d002953
Sobic.006G155000	Zm00001d002954
Sobic.006G154900	Zm00001d002955
Sobic.006G154800	Zm00001d002956
Sobic.006G154500	Zm00001d002958
Sobic.006G154400	Zm00001d002959
Sobic.006G154300	Zm00001d002960
Sobic.006G154100	Zm00001d002961
Sobic.006G153900	Zm00001d002962
Sobic.006G153600	Zm00001d002965
Sobic.006G153500	Zm00001d002966
Sobic.006G153400	Zm00001d002967
Sobic.006G153300	Zm00001d002968
Sobic.006G153200	Zm00001d002969
Sobic.006G153100	Zm00001d002970
Sobic.006G153000	Zm00001d002971
Sobic.006G152700	Zm00001d002972
Sobic.006G152801	Zm00001d002972
Sobic.006G152500	Zm00001d002974
Sobic.006G152600	Zm00001d002974
Sobic.006G152900	Zm00001d002974
Sobic.006G152200	Zm00001d002979
Sobic.006G152400	Zm00001d002979
Sobic.006G152000	Zm00001d002980
Sobic.006G151800	Zm00001d002982
Sobic.006G151600	Zm00001d002984
Sobic.006G151500	Zm00001d002989
Sobic.006G151200	Zm00001d002992
Sobic.006G151100	Zm00001d002993
Sobic.006G151001	Zm00001d002996
Sobic.006G150800	Zm00001d002999
Sobic.006G150600	Zm00001d003002
Sobic.006G150400	Zm00001d003003
Sobic.006G150300	Zm00001d003004
Sobic.006G150200	Zm00001d003005
Sobic.006G150100	Zm00001d003006
Sobic.006G149800	Zm00001d003007
Sobic.006G149700	Zm00001d003009
Sobic.006G149600	Zm00001d003011
Sobic.006G149400	Zm00001d003012
Sobic.006G149300	Zm00001d003013
Sobic.006G149200	Zm00001d003014
Sobic.006G148900	Zm00001d003015
Sobic.006G148800	Zm00001d003016
Sobic.006G148700	Zm00001d003017
Sobic.006G148600	Zm00001d003018
Sobic.006G148500	Zm00001d003021
Sobic.006G143000	Zm00001d003022
Sobic.006G143100	Zm00001d003025
Sobic.006G143200	Zm00001d003031
Sobic.006G143300	Zm00001d003033
Sobic.006G143500	Zm00001d003034
Sobic.006G143400	Zm00001d003035
Sobic.006G144300	Zm00001d003038
Sobic.006G144600	Zm00001d003039
Sobic.006G144700	Zm00001d003040
Sobic.006G144800	Zm00001d003041
Sobic.006G145300	Zm00001d003046
Sobic.006G145400	Zm00001d003046
Sobic.006G145500	Zm00001d003046
Sobic.006G145600	Zm00001d003046
Sobic.006G146400	Zm00001d003047
Sobic.006G146500	Zm00001d003048
Sobic.006G146800	Zm00001d003049
Sobic.006G146900	Zm00001d003050
Sobic.006G147200	Zm00001d003051
Sobic.006G147400	Zm00001d003052
Sobic.006G147500	Zm00001d003057
Sobic.006G147450	Zm00001d003058
Sobic.006G147600	Zm00001d003058
Sobic.006G147700	Zm00001d003059
Sobic.006G147800	Zm00001d003060
Sobic.006G147900	Zm00001d003062
Sobic.006G148000	Zm00001d003064
Sobic.006G148100	Zm00001d003066
Sobic.006G148300	Zm00001d003068
Sobic.006G148400	Zm00001d003069
Sobic.006G142700	Zm00001d003071
Sobic.006G142500	Zm00001d003072
Sobic.006G142400	Zm00001d003076
Sobic.006G142200	Zm00001d003079
Sobic.006G141900	Zm00001d003080
Sobic.006G141700	Zm00001d003081
Sobic.006G141600	Zm00001d003083
Sobic.006G141500	Zm00001d003084
Sobic.006G140801	Zm00001d003085
Sobic.006G140700	Zm00001d003086
Sobic.006G140600	Zm00001d003087
Sobic.006G140500	Zm00001d003088
Sobic.006G140300	Zm00001d003089
Sobic.006G140200	Zm00001d003091
Sobic.006G140100	Zm00001d003099
Sobic.006G140000	Zm00001d003101
Sobic.006G139900	Zm00001d003102
Sobic.006G139700	Zm00001d003103
Sobic.006G139100	Zm00001d003106
Sobic.006G138900	Zm00001d003107
Sobic.006G138800	Zm00001d003108
Sobic.006G138600	Zm00001d003109
Sobic.006G138500	Zm00001d003110
Sobic.006G138400	Zm00001d003112
Sobic.006G138300	Zm00001d003114
Sobic.006G138200	Zm00001d003116
Sobic.006G138100	Zm00001d003118
Sobic.006G138000	Zm00001d003119
Sobic.006G137900	Zm00001d003121
Sobic.006G137600	Zm00001d003123
Sobic.006G137300	Zm00001d003124
Sobic.006G137200	Zm00001d003125
Sobic.006G137100	Zm00001d003127
Sobic.006G136800	Zm00001d003129
Sobic.006G136700	Zm00001d003139
Sobic.006G136500	Zm00001d003140
Sobic.006G136400	Zm00001d003147
Sobic.006G136200	Zm00001d003148
Sobic.006G136100	Zm00001d003149
Sobic.006G136000	Zm00001d003151
Sobic.006G135600	Zm00001d003157
Sobic.006G135300	Zm00001d003160
Sobic.006G135200	Zm00001d003161
Sobic.006G135100	Zm00001d003162
Sobic.006G134900	Zm00001d003164
Sobic.006G134500	Zm00001d003166
Sobic.006G134400	Zm00001d003167
Sobic.006G134200	Zm00001d003172
Sobic.006G134100	Zm00001d003174
Sobic.006G134001	Zm00001d003175
Sobic.006G133900	Zm00001d003176
Sobic.006G133800	Zm00001d003179
Sobic.006G133700	Zm00001d003180
Sobic.006G133600	Zm00001d003181
Sobic.006G133500	Zm00001d003182
Sobic.006G133200	Zm00001d003183
Sobic.006G133300	Zm00001d003183
Sobic.006G133100	Zm00001d003185
Sobic.006G132900	Zm00001d003186
Sobic.006G133000	Zm00001d003186
Sobic.006G132800	Zm00001d003187
Sobic.006G132100	Zm00001d003188
Sobic.006G132700	Zm00001d003188
Sobic.006G132200	Zm00001d003190
Sobic.006G132300	Zm00001d003190
Sobic.006G132400	Zm00001d003190
Sobic.006G132500	Zm00001d003190
Sobic.006G131900	Zm00001d003193
Sobic.006G131800	Zm00001d003195
Sobic.006G131700	Zm00001d003196
Sobic.006G131600	Zm00001d003197
Sobic.006G131500	Zm00001d003198
Sobic.006G131400	Zm00001d003200
Sobic.006G131200	Zm00001d003203
Sobic.006G131100	Zm00001d003205
Sobic.006G131000	Zm00001d003207
Sobic.006G130400	Zm00001d003208
Sobic.006G130501	Zm00001d003208
Sobic.006G130600	Zm00001d003208
Sobic.006G130000	Zm00001d003212
Sobic.006G129800	Zm00001d003213
Sobic.006G129700	Zm00001d003214
Sobic.006G129200	Zm00001d003219
Sobic.006G129000	Zm00001d003220
Sobic.006G128900	Zm00001d003222
Sobic.006G128800	Zm00001d003223
Sobic.006G128300	Zm00001d003224
Sobic.006G128500	Zm00001d003226
Sobic.006G128400	Zm00001d003227
Sobic.006G128200	Zm00001d003228
Sobic.006G127800	Zm00001d003229
Sobic.006G127700	Zm00001d003234
Sobic.006G129600	Zm00001d003234
Sobic.006G127750	Zm00001d003237
Sobic.006G129300	Zm00001d003237
Sobic.006G129466	Zm00001d003237
Sobic.006G127500	Zm00001d003242
Sobic.006G127400	Zm00001d003245
Sobic.006G127200	Zm00001d003246
Sobic.006G127100	Zm00001d003247
Sobic.006G127000	Zm00001d003248
Sobic.006G126700	Zm00001d003249
Sobic.006G126500	Zm00001d003250
Sobic.006G126400	Zm00001d003251
Sobic.006G126300	Zm00001d003252
Sobic.006G126200	Zm00001d003254
Sobic.006G126100	Zm00001d003256
Sobic.006G126000	Zm00001d003257
Sobic.006G125900	Zm00001d003258
Sobic.006G125700	Zm00001d003259
Sobic.006G125500	Zm00001d003261
Sobic.006G125400	Zm00001d003262
Sobic.006G125100	Zm00001d003264
Sobic.006G125200	Zm00001d003264
Sobic.006G124900	Zm00001d003265
Sobic.006G124400	Zm00001d003266
Sobic.006G124300	Zm00001d003268
Sobic.006G124200	Zm00001d003269
Sobic.006G123300	Zm00001d003271
Sobic.006G123500	Zm00001d003271
Sobic.006G123000	Zm00001d003272
Sobic.006G122700	Zm00001d003274
Sobic.006G122900	Zm00001d003274
Sobic.006G122600	Zm00001d003275
Sobic.006G122500	Zm00001d003276
Sobic.006G122400	Zm00001d003277
Sobic.006G122300	Zm00001d003281
Sobic.006G121700	Zm00001d003282
Sobic.006G121500	Zm00001d003283
Sobic.006G121600	Zm00001d003283
Sobic.006G121800	Zm00001d003283
Sobic.006G122000	Zm00001d003283
Sobic.006G121300	Zm00001d003284
Sobic.006G121400	Zm00001d003284
Sobic.006G121200	Zm00001d003287
Sobic.006G121100	Zm00001d003288
Sobic.006G120800	Zm00001d003291
Sobic.006G120500	Zm00001d003292
Sobic.006G120301	Zm00001d003293
Sobic.006G120400	Zm00001d003293
Sobic.006G120200	Zm00001d003294
Sobic.006G120100	Zm00001d003296
Sobic.006G120000	Zm00001d003297
Sobic.006G119900	Zm00001d003300
Sobic.006G119600	Zm00001d003301
Sobic.006G119400	Zm00001d003302
Sobic.006G119300	Zm00001d003308
Sobic.006G119200	Zm00001d003309
Sobic.006G119000	Zm00001d003310
Sobic.006G119100	Zm00001d003310
Sobic.006G118400	Zm00001d003311
Sobic.006G118300	Zm00001d003313
Sobic.006G118000	Zm00001d003314
Sobic.006G117900	Zm00001d003315
Sobic.006G117000	Zm00001d003316
Sobic.006G117100	Zm00001d003316
Sobic.006G117300	Zm00001d003316
Sobic.006G117400	Zm00001d003316
Sobic.006G117600	Zm00001d003316
Sobic.006G117500	Zm00001d003317
Sobic.006G116900	Zm00001d003319
Sobic.006G116801	Zm00001d003320
Sobic.006G116600	Zm00001d003321
Sobic.006G116500	Zm00001d003322
Sobic.006G116300	Zm00001d003328
Sobic.006G116100	Zm00001d003329
Sobic.006G115700	Zm00001d003331
Sobic.006G115600	Zm00001d003333
Sobic.006G115466	Zm00001d003334
Sobic.006G115400	Zm00001d003342
Sobic.006G115300	Zm00001d003343
Sobic.006G115000	Zm00001d003345
Sobic.006G114900	Zm00001d003346
Sobic.006G114800	Zm00001d003347
Sobic.006G114600	Zm00001d003349
Sobic.006G114500	Zm00001d003352
Sobic.006G114200	Zm00001d003353
Sobic.006G114100	Zm00001d003354
Sobic.006G113500	Zm00001d003356
Sobic.006G113700	Zm00001d003356
Sobic.006G113900	Zm00001d003356
Sobic.006G113800	Zm00001d003358
Sobic.006G113200	Zm00001d003363
Sobic.006G113400	Zm00001d003363
Sobic.006G113100	Zm00001d003364
Sobic.006G113000	Zm00001d003365
Sobic.006G112800	Zm00001d003368
Sobic.006G112100	Zm00001d003369
Sobic.006G112000	Zm00001d003370
Sobic.006G111800	Zm00001d003372
Sobic.006G111600	Zm00001d003373
Sobic.006G111500	Zm00001d003375
Sobic.006G111300	Zm00001d003376
Sobic.006G111400	Zm00001d003377
Sobic.006G111200	Zm00001d003378
Sobic.006G111100	Zm00001d003379
Sobic.006G110850	Zm00001d003380
Sobic.006G110700	Zm00001d003381
Sobic.006G110300	Zm00001d003382
Sobic.006G110000	Zm00001d003386
Sobic.006G109850	Zm00001d003392
Sobic.006G109700	Zm00001d003393
Sobic.006G109300	Zm00001d003394
Sobic.006G109100	Zm00001d003395
Sobic.006G108900	Zm00001d003396
Sobic.006G108832	Zm00001d003398
Sobic.006G108700	Zm00001d003399
Sobic.006G108500	Zm00001d003400
Sobic.006G108400	Zm00001d003401
Sobic.006G108300	Zm00001d003403
Sobic.006G108200	Zm00001d003404
Sobic.006G108100	Zm00001d003405
Sobic.006G108000	Zm00001d003406
Sobic.006G107700	Zm00001d003408
Sobic.006G107600	Zm00001d003411
Sobic.006G107500	Zm00001d003412
Sobic.006G107400	Zm00001d003414
Sobic.006G107200	Zm00001d003415
Sobic.006G107100	Zm00001d003417
Sobic.006G106900	Zm00001d003418
Sobic.006G106800	Zm00001d003420
Sobic.006G106700	Zm00001d003422
Sobic.006G106600	Zm00001d003423
Sobic.006G106500	Zm00001d003425
Sobic.006G106400	Zm00001d003426
Sobic.006G106300	Zm00001d003427
Sobic.006G106000	Zm00001d003428
Sobic.006G105900	Zm00001d003429
Sobic.006G105800	Zm00001d003430
Sobic.006G105500	Zm00001d003431
Sobic.006G105000	Zm00001d003432
Sobic.006G105100	Zm00001d003432
Sobic.006G105200	Zm00001d003432
Sobic.006G104900	Zm00001d003434
Sobic.006G104700	Zm00001d003436
Sobic.006G104600	Zm00001d003438
Sobic.006G104300	Zm00001d003446
Sobic.006G104200	Zm00001d003447
Sobic.006G104100	Zm00001d003448
Sobic.006G104000	Zm00001d003451
Sobic.006G103300	Zm00001d003457
Sobic.006G103900	Zm00001d003457
Sobic.006G103400	Zm00001d003459
Sobic.006G103200	Zm00001d003460
Sobic.006G103100	Zm00001d003462
Sobic.006G103000	Zm00001d003463
Sobic.006G102900	Zm00001d003464
Sobic.006G102500	Zm00001d003468
Sobic.006G102300	Zm00001d003469
Sobic.006G102400	Zm00001d003469
Sobic.006G102000	Zm00001d003470
Sobic.006G101900	Zm00001d003471
Sobic.006G102800	Zm00001d003471
Sobic.006G101700	Zm00001d003476
Sobic.006G101600	Zm00001d003477
Sobic.006G101300	Zm00001d003482
Sobic.006G101200	Zm00001d003483
Sobic.006G101100	Zm00001d003485
Sobic.006G101400	Zm00001d003485
Sobic.006G100900	Zm00001d003488
Sobic.006G101000	Zm00001d003488
Sobic.006G100800	Zm00001d003491
Sobic.006G100700	Zm00001d003492
Sobic.006G100600	Zm00001d003493
Sobic.006G100332	Zm00001d003494
Sobic.006G100400	Zm00001d003494
Sobic.006G100266	Zm00001d003495
Sobic.006G100200	Zm00001d003497
Sobic.006G100100	Zm00001d003499
Sobic.006G100000	Zm00001d003500
Sobic.006G099800	Zm00001d003502
Sobic.006G099700	Zm00001d003504
Sobic.006G098600	Zm00001d003505
Sobic.006G098200	Zm00001d003508
Sobic.006G098100	Zm00001d003509
Sobic.006G097900	Zm00001d003510
Sobic.006G097700	Zm00001d003511
Sobic.006G097500	Zm00001d003512
Sobic.006G097300	Zm00001d003514
Sobic.006G097100	Zm00001d003515
Sobic.006G096900	Zm00001d003518
Sobic.006G096700	Zm00001d003520
Sobic.006G096600	Zm00001d003521
Sobic.006G096500	Zm00001d003522
Sobic.006G096100	Zm00001d003524
Sobic.006G096400	Zm00001d003524
Sobic.006G095800	Zm00001d003525
Sobic.006G096000	Zm00001d003525
Sobic.006G096200	Zm00001d003525
Sobic.006G096300	Zm00001d003525
Sobic.006G095900	Zm00001d003530
Sobic.006G095700	Zm00001d003531
Sobic.006G095600	Zm00001d003533
Sobic.006G095500	Zm00001d003534
Sobic.006G095400	Zm00001d003535
Sobic.006G095300	Zm00001d003538
Sobic.006G095100	Zm00001d003540
Sobic.006G095000	Zm00001d003543
Sobic.006G094900	Zm00001d003544
Sobic.006G094800	Zm00001d003545
Sobic.006G094600	Zm00001d003546
Sobic.006G094500	Zm00001d003549
Sobic.006G094000	Zm00001d003550
Sobic.006G093900	Zm00001d003552
Sobic.006G093700	Zm00001d003553
Sobic.006G093500	Zm00001d003554
Sobic.006G093400	Zm00001d003555
Sobic.006G093300	Zm00001d003556
Sobic.006G093100	Zm00001d003559
Sobic.006G093000	Zm00001d003563
Sobic.006G092800	Zm00001d003566
Sobic.006G092700	Zm00001d003569
Sobic.006G092400	Zm00001d003572
Sobic.006G092300	Zm00001d003573
Sobic.006G092200	Zm00001d003575
Sobic.006G092100	Zm00001d003583
Sobic.006G091600	Zm00001d003584
Sobic.006G091700	Zm00001d003584
Sobic.006G091800	Zm00001d003584
Sobic.006G091400	Zm00001d003588
Sobic.006G091300	Zm00001d003589
Sobic.006G091000	Zm00001d003590
Sobic.006G090800	Zm00001d003593
Sobic.006G090500	Zm00001d003594
Sobic.006G090300	Zm00001d003598
Sobic.006G090400	Zm00001d003598
Sobic.006G090100	Zm00001d003599
Sobic.006G089700	Zm00001d003600
Sobic.006G089500	Zm00001d003601
Sobic.006G089400	Zm00001d003602
Sobic.006G089300	Zm00001d003603
Sobic.006G089000	Zm00001d003604
Sobic.006G088400	Zm00001d003607
Sobic.006G088200	Zm00001d003611
Sobic.006G088000	Zm00001d003612
Sobic.006G087900	Zm00001d003614
Sobic.006G087700	Zm00001d003615
Sobic.006G087100	Zm00001d003616
Sobic.006G086900	Zm00001d003617
Sobic.006G086800	Zm00001d003618
Sobic.006G086600	Zm00001d003621
Sobic.006G086700	Zm00001d003621
Sobic.006G086500	Zm00001d003622
Sobic.006G086400	Zm00001d003624
Sobic.006G086000	Zm00001d003626
Sobic.006G085601	Zm00001d003630
Sobic.006G085500	Zm00001d003631
Sobic.006G085300	Zm00001d003632
Sobic.006G085100	Zm00001d003640
Sobic.006G084400	Zm00001d003643
Sobic.006G084300	Zm00001d003644
Sobic.006G084201	Zm00001d003645
Sobic.006G084000	Zm00001d003646
Sobic.006G083900	Zm00001d003648
Sobic.006G083800	Zm00001d003649
Sobic.006G083700	Zm00001d003650
Sobic.006G083600	Zm00001d003652
Sobic.006G083500	Zm00001d003653
Sobic.006G083400	Zm00001d003654
Sobic.006G083300	Zm00001d003655
Sobic.006G083201	Zm00001d003657
Sobic.006G083100	Zm00001d003658
Sobic.006G083000	Zm00001d003659
Sobic.006G082700	Zm00001d003660
Sobic.006G082600	Zm00001d003661
Sobic.006G082500	Zm00001d003663
Sobic.006G082400	Zm00001d003664
Sobic.006G082200	Zm00001d003666
Sobic.006G082100	Zm00001d003667
Sobic.006G082000	Zm00001d003668
Sobic.006G081600	Zm00001d003669
Sobic.006G081500	Zm00001d003670
Sobic.006G081200	Zm00001d003671
Sobic.006G081100	Zm00001d003672
Sobic.006G081000	Zm00001d003673
Sobic.006G080900	Zm00001d003674
Sobic.006G080600	Zm00001d003676
Sobic.006G080700	Zm00001d003676
Sobic.006G080800	Zm00001d003676
Sobic.006G080500	Zm00001d003677
Sobic.006G080400	Zm00001d003678
Sobic.006G080300	Zm00001d003679
Sobic.006G080000	Zm00001d003684
Sobic.006G079900	Zm00001d003685
Sobic.006G079500	Zm00001d003702
Sobic.006G079300	Zm00001d003707
Sobic.006G079100	Zm00001d003709
Sobic.006G078600	Zm00001d003710
Sobic.006G079000	Zm00001d003710
Sobic.006G078400	Zm00001d003712
Sobic.006G078500	Zm00001d003712
Sobic.006G077300	Zm00001d003713
Sobic.006G077400	Zm00001d003715
Sobic.006G077500	Zm00001d003716
Sobic.006G077900	Zm00001d003717
Sobic.006G078000	Zm00001d003718
Sobic.006G077000	Zm00001d003723
Sobic.006G077100	Zm00001d003723
Sobic.006G076400	Zm00001d003725
Sobic.006G076601	Zm00001d003729
Sobic.006G075600	Zm00001d003742
Sobic.006G075500	Zm00001d003743
Sobic.006G075400	Zm00001d003745
Sobic.006G075200	Zm00001d003749
Sobic.006G075300	Zm00001d003749
Sobic.006G075350	Zm00001d003749
Sobic.006G075100	Zm00001d003750
Sobic.006G075000	Zm00001d003751
Sobic.006G074900	Zm00001d003754
Sobic.006G074600	Zm00001d003755
Sobic.006G074500	Zm00001d003756
Sobic.006G074200	Zm00001d003757
Sobic.006G074300	Zm00001d003757
Sobic.006G074100	Zm00001d003761
Sobic.006G073800	Zm00001d003762
Sobic.006G073700	Zm00001d003763
Sobic.006G073600	Zm00001d003765
Sobic.006G073500	Zm00001d003767
Sobic.006G073400	Zm00001d003769
Sobic.006G073300	Zm00001d003770
Sobic.006G073200	Zm00001d003773
Sobic.006G072000	Zm00001d003774
Sobic.006G072201	Zm00001d003774
Sobic.006G072400	Zm00001d003775
Sobic.006G070032	Zm00001d003776
Sobic.006G070298	Zm00001d003776
Sobic.006G070564	Zm00001d003776
Sobic.006G070830	Zm00001d003776
Sobic.006G071096	Zm00001d003777
Sobic.006G071362	Zm00001d003778
Sobic.006G069500	Zm00001d003779
Sobic.006G069400	Zm00001d003780
Sobic.006G069300	Zm00001d003781
Sobic.006G069200	Zm00001d003784
Sobic.006G069100	Zm00001d003786
Sobic.006G069000	Zm00001d003797
Sobic.006G068900	Zm00001d003799
Sobic.006G068700	Zm00001d003800
Sobic.006G068800	Zm00001d003800
Sobic.006G068300	Zm00001d003804
Sobic.006G068200	Zm00001d003806
Sobic.006G068000	Zm00001d003807
Sobic.006G067700	Zm00001d003812
Sobic.006G067600	Zm00001d003813
Sobic.006G066800	Zm00001d003817
Sobic.006G066600	Zm00001d003822
Sobic.006G066400	Zm00001d003823
Sobic.006G066300	Zm00001d003829
Sobic.006G066200	Zm00001d003830
Sobic.006G065900	Zm00001d003833
Sobic.006G065800	Zm00001d003836
Sobic.006G065600	Zm00001d003839
Sobic.006G065400	Zm00001d003840
Sobic.006G065300	Zm00001d003841
Sobic.006G065200	Zm00001d003846
Sobic.006G065100	Zm00001d003847
Sobic.006G064800	Zm00001d003848
Sobic.006G063500	Zm00001d003850
Sobic.006G063600	Zm00001d003851
Sobic.006G062900	Zm00001d003852
Sobic.006G063100	Zm00001d003852
Sobic.006G063200	Zm00001d003852
Sobic.006G062700	Zm00001d003856
Sobic.006G062500	Zm00001d003857
Sobic.006G061700	Zm00001d003859
Sobic.006G061300	Zm00001d003861
Sobic.006G062100	Zm00001d003861
Sobic.006G061100	Zm00001d003864
Sobic.006G060500	Zm00001d003865
Sobic.006G060900	Zm00001d003865
Sobic.006G060700	Zm00001d003866
Sobic.006G060800	Zm00001d003866
Sobic.006G060200	Zm00001d003867
Sobic.006G059900	Zm00001d003869
Sobic.006G059800	Zm00001d003871
Sobic.006G059500	Zm00001d003872
Sobic.006G059100	Zm00001d003877
Sobic.006G059000	Zm00001d003878
Sobic.006G058800	Zm00001d003879
Sobic.006G058732	Zm00001d003884
Sobic.006G058500	Zm00001d003888
Sobic.006G058400	Zm00001d003889
Sobic.006G058300	Zm00001d003890
Sobic.006G058100	Zm00001d003894
Sobic.006G058000	Zm00001d003895
Sobic.006G057200	Zm00001d003896
Sobic.006G057000	Zm00001d003897
Sobic.006G056700	Zm00001d003902
Sobic.006G056400	Zm00001d003903
Sobic.006G056200	Zm00001d003904
Sobic.006G056100	Zm00001d003905
Sobic.006G056000	Zm00001d003911
Sobic.006G055800	Zm00001d003913
Sobic.006G055700	Zm00001d003914
Sobic.006G055300	Zm00001d003917
Sobic.006G055200	Zm00001d003922
Sobic.006G054800	Zm00001d003924
Sobic.006G054700	Zm00001d003925
Sobic.006G054600	Zm00001d003927
Sobic.006G054500	Zm00001d003928
Sobic.006G054400	Zm00001d003929
Sobic.006G053800	Zm00001d003930
Sobic.006G053700	Zm00001d003931
Sobic.006G053500	Zm00001d003937
Sobic.006G053400	Zm00001d003938
Sobic.006G053200	Zm00001d003939
Sobic.006G053100	Zm00001d003941
